ensembl_ID	lane1	lane2	lane3	lane4	lane5	lane6	lane8	len
ENSG00000217964	0	0	0	0	0	0	0	813
ENSG00000206378	0	0	0	0	0	0	0	2589
ENSG00000217968	0	0	0	0	0	0	0	624
ENSG00000137384	0	0	0	0	0	0	0	2214
ENSG00000206342	0	0	0	0	0	0	0	1589
ENSG00000206495	0	0	0	0	0	0	0	3224
ENSG00000206491	0	0	0	0	0	0	0	2026
ENSG00000218152	0	0	0	0	0	0	0	991
ENSG00000206493	0	0	0	0	0	0	0	2601
ENSG00000206492	0	0	0	0	0	0	0	7490
ENSG00000206499	0	0	0	0	0	0	0	3318
ENSG00000220389	0	0	0	0	0	0	0	969
ENSG00000220067	0	0	0	0	0	0	0	732
ENSG00000218272	0	0	0	0	0	0	0	944
ENSG00000220149	0	0	0	0	0	0	0	547
ENSG00000196610	0	0	0	0	0	0	0	1226
ENSG00000112474	0	0	0	0	0	0	0	990
ENSG00000217465	0	0	0	0	0	0	0	928
ENSG00000215328	0	0	0	0	0	0	0	2196
ENSG00000206366	0	0	0	0	0	0	0	1877
ENSG00000206364	0	0	0	0	0	0	0	2540
ENSG00000206478	0	0	0	0	0	0	0	1297
ENSG00000216648	0	0	0	0	0	0	0	1331
ENSG00000206294	0	0	0	0	0	0	0	1353
ENSG00000220629	0	0	0	0	0	0	0	960
ENSG00000206308	0	0	0	0	0	0	0	1178
ENSG00000206433	0	0	0	0	0	0	0	624
ENSG00000184494	0	0	0	0	0	0	0	2045
ENSG00000220239	0	0	0	0	0	0	0	1203
ENSG00000218064	0	0	0	0	0	0	0	993
ENSG00000206480	0	0	0	0	0	0	0	1912
ENSG00000206481	0	0	0	0	0	0	0	7576
ENSG00000206486	0	0	0	0	0	0	0	2620
ENSG00000206487	0	0	0	0	0	0	0	1055
ENSG00000206484	0	0	0	0	0	0	0	1492
ENSG00000206485	0	0	0	0	0	0	0	4597
ENSG00000217170	0	0	0	0	0	0	0	1452
ENSG00000218651	0	0	0	0	0	0	0	270
ENSG00000206488	0	0	0	0	0	0	0	2090
ENSG00000206489	0	0	0	0	0	0	0	4525
ENSG00000173503	0	0	0	0	0	0	0	1447
ENSG00000206404	0	0	0	0	0	0	0	730
ENSG00000217177	0	0	0	0	0	0	0	372
ENSG00000220391	0	0	0	0	0	0	0	603
ENSG00000220938	0	0	0	0	0	0	0	1047
ENSG00000220939	0	0	0	0	0	0	0	995
ENSG00000220781	0	0	0	0	0	0	0	335
ENSG00000096155	0	0	0	0	0	0	0	3755
ENSG00000220152	0	0	0	0	0	0	0	406
ENSG00000206502	0	0	0	0	0	0	0	750
ENSG00000206501	0	0	0	0	0	0	0	1665
ENSG00000206500	0	0	0	0	0	0	0	2061
ENSG00000206506	0	0	0	0	0	0	0	1293
ENSG00000206505	0	0	0	0	0	0	0	1478
ENSG00000206504	0	0	0	0	0	0	0	642
ENSG00000216705	0	0	0	0	0	0	0	997
ENSG00000206509	0	0	0	0	0	0	0	1340
ENSG00000206508	0	0	0	0	0	0	0	1880
ENSG00000206460	0	0	0	0	0	0	0	2549
ENSG00000206461	0	0	0	0	0	0	0	1140
ENSG00000206463	0	0	0	0	0	0	0	3784
ENSG00000218080	0	0	0	0	0	0	0	75
ENSG00000206310	0	0	0	0	0	0	0	2161
ENSG00000206315	0	0	0	0	0	0	0	3210
ENSG00000218492	0	0	0	0	0	0	0	1088
ENSG00000219646	0	0	0	0	0	0	0	274
ENSG00000216256	0	0	0	0	0	0	0	676
ENSG00000206357	0	0	0	0	0	0	0	1566
ENSG00000206280	0	0	0	0	0	0	0	2651
ENSG00000217381	0	0	0	0	0	0	0	1200
ENSG00000137321	0	0	0	0	0	0	0	550
ENSG00000218668	0	0	0	0	0	0	0	518
ENSG00000206297	0	0	0	0	0	0	0	2959
ENSG00000206296	0	0	0	0	0	0	0	782
ENSG00000217486	0	0	0	0	0	0	0	503
ENSG00000217883	0	0	0	0	0	0	0	948
ENSG00000206293	0	0	0	0	0	0	0	1010
ENSG00000206292	0	0	0	0	0	0	0	1896
ENSG00000219615	0	0	0	0	0	0	0	290
ENSG00000206290	0	0	0	0	0	0	0	3702
ENSG00000137345	0	0	0	0	0	0	0	1587
ENSG00000206476	0	0	0	0	0	0	0	3979
ENSG00000206287	0	0	0	0	0	0	0	1752
ENSG00000206299	0	0	0	0	0	0	0	4091
ENSG00000215232	0	0	0	0	0	0	0	1310
ENSG00000206510	0	0	0	0	0	0	0	1980
ENSG00000206511	0	0	0	0	0	0	0	4185
ENSG00000206512	0	0	0	0	0	0	0	1584
ENSG00000206513	0	0	0	0	0	0	0	971
ENSG00000206515	0	0	0	0	0	0	0	1137
ENSG00000206516	0	0	0	0	0	0	0	2637
ENSG00000206517	0	0	0	0	0	0	0	2482
ENSG00000206519	0	0	0	0	0	0	0	1649
ENSG00000206452	0	0	0	0	0	0	0	1538
ENSG00000217956	0	0	0	0	0	0	0	132
ENSG00000217957	0	0	0	0	0	0	0	1055
ENSG00000206457	0	0	0	0	0	0	0	2779
ENSG00000206372	0	0	0	0	0	0	0	2365
ENSG00000215523	0	0	0	0	0	0	0	2056
ENSG00000215522	0	0	0	0	0	0	0	3839
ENSG00000217153	0	0	0	0	0	0	0	343
ENSG00000096150	0	0	0	0	0	0	0	613
ENSG00000219743	0	0	0	0	0	0	0	53
ENSG00000206284	0	0	0	0	0	0	0	2358
ENSG00000206305	0	0	0	0	0	0	0	1170
ENSG00000206286	0	0	0	0	0	0	0	2960
ENSG00000206340	0	0	0	0	0	0	0	5460
ENSG00000218508	0	0	0	0	0	0	0	832
ENSG00000206281	0	0	0	0	0	0	0	3684
ENSG00000206282	0	0	0	0	0	0	0	3278
ENSG00000206283	0	0	0	0	0	0	0	812
ENSG00000206525	0	0	0	0	0	0	0	1028
ENSG00000206524	0	0	0	0	0	0	0	1007
ENSG00000216632	0	0	0	0	0	0	0	410
ENSG00000206526	0	0	0	0	0	0	0	466
ENSG00000206288	0	0	0	0	0	0	0	2281
ENSG00000206353	0	0	0	0	0	0	0	3890
ENSG00000206523	0	0	0	0	0	0	0	1272
ENSG00000206522	0	0	0	0	0	0	0	936
ENSG00000206447	0	0	0	0	0	0	0	709
ENSG00000206444	0	0	0	0	0	0	0	3156
ENSG00000206445	0	0	0	0	0	0	0	1306
ENSG00000219118	0	0	0	0	0	0	0	306
ENSG00000206440	0	0	0	0	0	0	0	1411
ENSG00000218914	0	0	0	0	0	0	0	1267
ENSG00000206289	0	0	0	0	0	0	0	2871
ENSG00000220890	0	0	0	0	0	0	0	1718
ENSG00000206449	0	0	0	0	0	0	0	1916
ENSG00000216964	0	0	0	0	0	0	0	229
ENSG00000183311	0	0	0	0	0	0	0	2748
ENSG00000206291	0	0	0	0	0	0	0	1704
ENSG00000218297	0	0	0	0	0	0	0	567
ENSG00000169260	0	0	0	0	0	0	0	2700
ENSG00000219267	0	0	0	0	0	0	0	135
ENSG00000220550	0	0	0	0	0	0	0	852
ENSG00000220551	0	0	0	0	0	0	0	979
ENSG00000172850	0	0	0	0	0	0	0	876
ENSG00000056678	0	0	0	0	0	0	0	2694
ENSG00000203624	0	0	0	0	0	0	0	1392
ENSG00000219048	0	0	0	0	0	0	0	634
ENSG00000218625	0	0	0	0	0	0	0	257
ENSG00000220444	0	0	0	0	0	0	0	1806
ENSG00000203623	0	0	0	0	0	0	0	2475
ENSG00000206320	0	0	0	0	0	0	0	1369
ENSG00000216608	0	0	0	0	0	0	0	1043
ENSG00000206324	0	0	0	0	0	0	0	2136
ENSG00000216296	0	0	0	0	0	0	0	937
ENSG00000206408	0	0	0	0	0	0	0	1814
ENSG00000206430	0	0	0	0	0	0	0	959
ENSG00000206437	0	0	0	0	0	0	0	894
ENSG00000206402	0	0	0	0	0	0	0	722
ENSG00000218909	0	0	0	0	0	0	0	931
ENSG00000206439	0	0	0	0	0	0	0	1676
ENSG00000206298	0	0	0	0	0	0	0	1124
ENSG00000206279	0	0	0	0	0	0	0	2611
ENSG00000183574	0	0	0	0	0	0	0	1168
ENSG00000206459	0	0	0	0	0	0	0	1151
ENSG00000216957	0	0	0	0	0	0	0	423
ENSG00000206458	0	0	0	0	0	0	0	636
ENSG00000218100	0	0	0	0	0	0	0	461
ENSG00000215425	0	0	0	0	0	0	0	2003
ENSG00000218756	0	0	0	0	0	0	0	730
ENSG00000212866	0	0	0	0	0	0	0	2525
ENSG00000220670	0	0	0	0	0	0	0	753
ENSG00000223025	0	0	0	0	0	0	0	125
ENSG00000124208	478	619	628	744	483	716	240	2131
ENSG00000182463	27	20	27	26	48	55	24	5453
ENSG00000223171	0	0	0	0	0	0	0	315
ENSG00000124092	0	0	0	0	0	0	0	3525
ENSG00000124201	180	218	293	275	373	301	88	4060
ENSG00000124203	0	0	0	0	0	0	0	9404
ENSG00000207305	0	0	0	0	0	0	0	108
ENSG00000124205	0	0	5	5	0	0	0	2589
ENSG00000101180	0	0	0	0	0	0	0	1659
ENSG00000124207	76	80	85	97	80	81	37	3264
ENSG00000125835	132	200	200	228	280	204	52	945
ENSG00000125834	42	60	72	86	131	99	30	6010
ENSG00000197818	21	29	35	31	52	44	20	6255
ENSG00000125831	0	0	2	0	0	0	0	501
ENSG00000215443	4	4	4	0	9	7	4	2451
ENSG00000222008	0	0	0	1	0	0	0	1347
ENSG00000198641	8	8	13	11	7	9	5	1818
ENSG00000209887	0	0	0	0	0	0	0	95
ENSG00000101181	20	24	36	26	36	52	10	2876
ENSG00000101442	4	15	20	16	18	12	6	2187
ENSG00000101335	0	0	0	0	0	0	0	1106
ENSG00000101336	0	0	3	3	0	6	3	2085
ENSG00000101441	0	0	0	0	0	0	0	759
ENSG00000101446	0	0	0	0	0	0	0	438
ENSG00000149435	0	0	0	0	0	0	0	1049
ENSG00000101444	46	63	58	71	54	53	17	2137
ENSG00000101333	2256	2793	3456	3362	2702	2976	1320	5506
ENSG00000101448	0	0	0	0	0	0	0	1065
ENSG00000131059	0	0	0	0	0	0	0	920
ENSG00000217905	0	0	0	0	0	0	0	473
ENSG00000132832	0	0	2	0	0	2	0	1084
ENSG00000087495	14	9	7	8	14	13	7	2311
ENSG00000171703	35	32	45	72	52	40	10	1427
ENSG00000101421	34	53	77	81	82	91	24	1634
ENSG00000217513	2	0	0	0	2	0	0	478
ENSG00000174365	2	2	2	2	16	8	4	1284
ENSG00000218481	0	0	0	0	0	0	0	484
ENSG00000220097	0	1	0	1	0	0	0	944
ENSG00000198326	0	0	0	0	0	0	0	833
ENSG00000206797	0	0	0	0	0	0	0	100
ENSG00000206794	2	2	2	1	0	0	0	71
ENSG00000221482	0	0	0	0	0	0	0	111
ENSG00000209086	0	0	0	0	0	0	0	92
ENSG00000088826	24	32	37	38	62	66	23	2115
ENSG00000088827	0	0	0	0	0	0	2	6682
ENSG00000101074	0	0	0	0	0	0	0	1377
ENSG00000201728	0	0	0	0	0	0	0	117
ENSG00000125901	23	30	41	28	29	29	3	1036
ENSG00000125900	0	3	3	0	3	0	0	1784
ENSG00000125903	0	0	0	0	0	0	0	694
ENSG00000149636	24	34	59	49	87	39	28	1885
ENSG00000210251	0	0	0	0	0	0	0	91
ENSG00000149633	0	0	0	0	2	0	0	6354
ENSG00000078699	548	707	910	817	634	704	283	7200
ENSG00000130684	196	252	279	293	290	240	104	3194
ENSG00000219944	0	0	0	1	0	0	0	359
ENSG00000186191	0	3	0	3	3	0	3	2041
ENSG00000186190	0	0	1	0	0	0	0	1556
ENSG00000101435	0	0	0	1	0	0	0	953
ENSG00000219531	0	0	0	0	0	1	0	382
ENSG00000206710	0	0	0	0	0	0	0	107
ENSG00000210843	0	0	0	0	0	0	0	294
ENSG00000219431	8	11	7	11	18	9	6	546
ENSG00000101384	34	43	54	55	108	105	34	5927
ENSG00000101439	7	9	1	11	8	19	3	832
ENSG00000101438	0	0	0	0	0	0	0	2574
ENSG00000220639	0	0	0	0	0	0	0	584
ENSG00000101470	0	4	0	1	2	0	0	730
ENSG00000218544	13	10	16	14	10	9	3	284
ENSG00000220589	0	0	1	0	0	0	0	246
ENSG00000221726	0	0	0	0	0	0	0	87
ENSG00000218548	0	0	5	3	1	2	1	642
ENSG00000219645	0	0	0	0	0	0	0	318
ENSG00000130703	77	73	98	110	151	170	46	3935
ENSG00000220632	0	0	0	0	0	0	0	87
ENSG00000130706	34	28	36	76	78	60	20	1359
ENSG00000223210	0	0	0	0	0	0	0	296
ENSG00000215926	0	0	0	0	0	0	0	91
ENSG00000209794	0	0	0	0	0	0	0	472
ENSG00000101132	4	12	12	12	30	25	15	1345
ENSG00000179242	3	8	9	8	7	8	4	3026
ENSG00000209659	0	0	0	0	1	0	0	87
ENSG00000089101	31	26	28	53	33	23	30	3479
ENSG00000118702	0	0	0	0	0	0	0	454
ENSG00000216031	0	0	0	0	0	0	0	88
ENSG00000203880	178	179	280	355	201	190	71	3039
ENSG00000215450	1	0	0	2	0	1	0	864
ENSG00000125997	0	0	0	0	0	0	0	840
ENSG00000125995	0	15	5	5	5	5	0	460
ENSG00000101158	60	72	106	87	82	89	33	2255
ENSG00000125991	312	392	487	481	686	468	276	1332
ENSG00000168612	10	14	30	30	10	16	6	2469
ENSG00000101150	436	477	725	684	829	767	302	2250
ENSG00000158470	29	27	39	46	57	92	25	4645
ENSG00000125998	0	0	2	1	1	0	0	3164
ENSG00000125999	1	0	0	2	0	0	1	1393
ENSG00000201346	0	0	0	0	0	0	0	211
ENSG00000170367	0	0	0	0	0	0	0	749
ENSG00000101443	3	0	3	0	0	0	0	416
ENSG00000132826	1	1	3	2	3	3	0	492
ENSG00000170369	0	0	0	0	0	0	0	748
ENSG00000124181	99	105	138	162	96	69	21	5490
ENSG00000201348	0	0	0	0	0	0	0	208
ENSG00000131050	0	0	0	0	0	2	0	1123
ENSG00000125514	0	0	0	0	0	0	0	1630
ENSG00000132821	18	36	30	48	15	30	3	1908
ENSG00000216393	0	1	0	1	0	0	0	2404
ENSG00000215586	0	0	1	0	0	0	0	489
ENSG00000218860	1	1	1	1	0	1	0	399
ENSG00000217307	0	1	0	1	3	3	3	1203
ENSG00000217306	0	0	0	0	0	0	0	428
ENSG00000217305	20	23	23	26	31	42	16	1477
ENSG00000218477	42	28	54	37	39	54	12	1200
ENSG00000217674	17	21	26	20	24	27	13	585
ENSG00000215589	0	0	0	0	1	0	0	903
ENSG00000101331	0	0	2	0	2	0	0	2520
ENSG00000101337	45	72	105	84	105	117	48	3978
ENSG00000212555	0	0	0	0	0	0	0	100
ENSG00000214695	0	0	0	0	0	0	0	261
ENSG00000216852	0	3	2	2	2	0	0	681
ENSG00000215467	0	0	3	1	0	0	0	447
ENSG00000222917	0	0	0	0	0	0	0	297
ENSG00000182931	0	2	0	2	8	0	0	555
ENSG00000131055	0	0	0	1	0	0	0	684
ENSG00000171867	54	66	70	56	192	164	48	2583
ENSG00000210771	0	0	0	0	0	0	0	78
ENSG00000171864	0	0	0	0	0	0	0	3979
ENSG00000178591	0	0	0	0	0	0	0	709
ENSG00000210110	0	0	0	0	0	0	0	71
ENSG00000129988	0	0	0	1	1	0	1	1823
ENSG00000078898	0	0	0	0	0	0	0	1897
ENSG00000213820	4	0	2	3	0	1	0	651
ENSG00000092758	1	0	0	2	0	0	0	2485
ENSG00000172264	40	46	34	72	53	51	35	727
ENSG00000218139	0	0	0	0	0	0	0	150
ENSG00000176659	3	1	2	1	0	0	0	2732
ENSG00000212716	0	0	0	0	0	0	0	655
ENSG00000201501	0	0	0	0	1	0	0	102
ENSG00000200354	0	0	0	0	0	1	0	134
ENSG00000175063	56	56	77	49	21	28	0	773
ENSG00000222298	0	0	0	0	0	0	0	87
ENSG00000217650	0	0	0	0	0	0	0	189
ENSG00000216141	0	0	0	0	0	0	0	91
ENSG00000221806	0	0	0	0	0	0	0	121
ENSG00000197296	2	0	2	4	0	2	0	958
ENSG00000198185	36	45	42	51	84	123	30	3327
ENSG00000022277	103	97	129	144	150	169	45	1572
ENSG00000217789	0	0	0	0	0	0	0	427
ENSG00000101276	0	2	0	0	0	2	0	2877
ENSG00000198026	16	22	30	20	30	34	10	4056
ENSG00000101278	0	0	1	0	0	1	0	578
ENSG00000210036	0	0	0	0	1	0	0	286
ENSG00000125780	0	1	1	4	0	0	0	2638
ENSG00000130589	4	8	0	8	2	2	0	7403
ENSG00000078804	14	12	12	28	26	24	6	4071
ENSG00000201180	0	0	0	0	0	0	0	107
ENSG00000180305	0	0	0	0	0	0	0	487
ENSG00000197183	32	26	41	21	20	25	4	1254
ENSG00000210607	0	0	0	0	0	0	0	86
ENSG00000203961	1	4	6	7	1	4	1	4211
ENSG00000118705	351	476	490	609	936	941	334	1955
ENSG00000126005	8	12	32	28	26	12	4	1056
ENSG00000184617	0	0	0	1	2	1	1	1329
ENSG00000209042	0	0	0	0	0	0	0	89
ENSG00000213603	0	0	1	3	0	2	0	2239
ENSG00000222689	0	0	0	0	0	0	0	293
ENSG00000215047	3	2	2	1	3	2	1	360
ENSG00000167390	0	1	0	0	0	0	0	960
ENSG00000080845	62	116	120	74	133	137	40	4186
ENSG00000173418	222	249	297	339	438	453	138	1065
ENSG00000219162	0	0	0	0	0	0	0	893
ENSG00000101189	6	3	8	8	11	5	2	1622
ENSG00000101188	5	5	14	10	12	7	5	4131
ENSG00000125868	78	124	150	114	348	294	114	1680
ENSG00000088782	0	0	0	0	0	0	0	503
ENSG00000101182	61	71	90	97	198	158	46	955
ENSG00000125864	3	9	8	2	8	17	5	2115
ENSG00000219218	0	0	2	1	0	0	0	880
ENSG00000101187	26	36	40	70	30	12	4	2699
ENSG00000125863	37	41	53	39	66	75	22	2592
ENSG00000075043	22	33	22	77	55	77	22	3159
ENSG00000125861	0	0	0	0	0	0	0	1472
ENSG00000196209	0	3	1	0	0	0	0	1124
ENSG00000131069	40	52	101	48	96	84	24	2909
ENSG00000131068	1	0	0	0	0	0	0	1135
ENSG00000101353	4	8	20	16	11	19	11	3256
ENSG00000101473	40	27	43	33	51	39	12	993
ENSG00000131062	0	0	1	1	0	0	0	276
ENSG00000131061	15	15	30	36	45	21	12	3661
ENSG00000180424	0	0	0	0	0	0	1	377
ENSG00000131067	69	75	101	149	96	62	42	1862
ENSG00000179772	0	0	0	0	0	0	0	1319
ENSG00000209913	0	0	0	0	0	0	0	119
ENSG00000101474	53	45	66	77	136	133	40	2220
ENSG00000210027	0	0	0	0	0	0	0	80
ENSG00000212232	0	0	0	0	0	0	0	237
ENSG00000124249	0	0	0	0	0	0	0	1242
ENSG00000199583	0	0	0	0	0	0	0	126
ENSG00000210929	0	0	0	0	0	0	0	74
ENSG00000124243	15	15	16	30	18	14	8	1177
ENSG00000171695	0	0	0	0	0	0	0	761
ENSG00000219216	0	0	0	0	0	0	0	326
ENSG00000101213	12	12	23	21	9	8	3	2507
ENSG00000149345	27	36	29	57	45	51	20	444
ENSG00000217132	0	4	1	1	0	2	0	573
ENSG00000149346	80	108	122	113	136	155	32	1032
ENSG00000219608	0	0	1	1	3	2	1	273
ENSG00000215388	0	0	0	1	0	0	0	1104
ENSG00000209268	0	0	0	0	0	0	0	235
ENSG00000204117	0	0	0	0	0	0	0	2112
ENSG00000124098	51	57	65	73	66	57	25	1671
ENSG00000223317	0	0	0	0	0	0	0	297
ENSG00000219598	4	3	4	7	1	3	2	446
ENSG00000220894	0	0	0	0	0	0	0	290
ENSG00000088854	30	32	55	37	52	72	20	6855
ENSG00000178424	0	0	0	0	1	0	0	177
ENSG00000183566	0	0	0	0	0	0	0	1195
ENSG00000101210	144	204	260	306	218	178	80	1861
ENSG00000210501	0	0	0	0	0	0	0	57
ENSG00000219697	0	0	0	0	1	0	0	2180
ENSG00000189262	0	1	1	1	0	0	0	135
ENSG00000217009	2	1	1	4	2	1	0	885
ENSG00000100991	51	43	76	56	87	95	35	3162
ENSG00000125895	0	1	1	0	0	0	0	1720
ENSG00000218760	0	0	0	0	0	0	0	291
ENSG00000125899	0	0	0	0	0	0	0	381
ENSG00000209725	0	0	0	0	0	0	0	218
ENSG00000209723	0	0	0	0	0	0	0	72
ENSG00000220004	0	0	1	0	0	0	0	1295
ENSG00000132646	33	41	82	58	39	41	10	1264
ENSG00000125869	1	0	0	1	1	0	0	1776
ENSG00000149443	0	0	0	0	0	0	0	606
ENSG00000132640	57	63	87	61	110	81	31	4857
ENSG00000199017	0	0	0	0	0	0	0	77
ENSG00000200301	0	0	0	0	0	0	0	118
ENSG00000201902	0	0	0	0	0	0	0	132
ENSG00000170191	10	10	15	17	22	20	7	3770
ENSG00000218902	2	0	1	1	0	0	0	327
ENSG00000198959	0	0	2	2	6	2	2	3919
ENSG00000025293	92	138	114	143	180	159	56	1499
ENSG00000158901	0	0	0	0	0	4	0	1169
ENSG00000054796	0	0	0	0	0	0	0	1770
ENSG00000223325	0	0	0	0	0	0	0	297
ENSG00000088356	18	20	20	17	25	21	8	1372
ENSG00000213979	1	0	0	1	0	1	0	810
ENSG00000215251	7	5	3	15	17	14	6	2861
ENSG00000219283	0	0	0	0	0	0	0	553
ENSG00000062598	117	170	178	219	434	434	149	3626
ENSG00000149599	7	21	7	0	0	1	0	1198
ENSG00000205611	2	1	2	3	5	5	0	3324
ENSG00000175816	0	0	0	0	0	0	0	612
ENSG00000204658	0	0	0	0	0	0	0	318
ENSG00000132792	128	118	147	173	93	158	45	1493
ENSG00000132793	14	12	28	26	34	24	6	4316
ENSG00000101220	0	7	29	2	0	8	7	1302
ENSG00000149596	2	0	1	0	0	0	0	3597
ENSG00000026559	20	32	21	46	15	21	7	2223
ENSG00000222118	0	0	0	0	0	0	0	120
ENSG00000207282	0	0	0	0	0	0	0	113
ENSG00000220679	0	0	0	0	0	0	0	911
ENSG00000185982	0	0	0	0	0	0	0	282
ENSG00000181741	0	1	1	2	1	1	0	549
ENSG00000088766	24	28	28	38	28	42	26	3754
ENSG00000216164	0	0	0	0	0	1	0	91
ENSG00000149658	54	47	67	80	113	93	16	1290
ENSG00000221140	0	0	0	0	0	0	0	81
ENSG00000124151	290	375	458	490	710	630	258	7713
ENSG00000197670	35	47	51	37	108	104	31	1950
ENSG00000200325	0	0	0	0	0	0	0	112
ENSG00000026036	71	91	134	100	122	112	22	4787
ENSG00000219137	2	2	0	1	2	1	0	830
ENSG00000101236	12	18	18	22	16	12	2	1587
ENSG00000101230	0	1	3	1	1	2	1	2592
ENSG00000216692	0	0	1	0	0	1	0	548
ENSG00000217823	1	1	1	0	0	0	0	151
ENSG00000219034	2	2	3	3	1	9	3	280
ENSG00000132819	3	6	21	15	3	9	6	2195
ENSG00000215553	1	0	0	0	0	0	0	954
ENSG00000130700	0	0	0	0	0	0	0	2564
ENSG00000199287	0	0	0	0	0	0	0	96
ENSG00000088325	46	52	66	62	18	18	4	3596
ENSG00000221667	3	4	6	8	7	10	2	53
ENSG00000180344	0	0	0	0	0	0	0	414
ENSG00000088320	0	0	0	0	0	0	0	1655
ENSG00000216195	0	0	0	0	0	0	0	91
ENSG00000089048	48	84	88	62	80	122	34	2916
ENSG00000207598	0	0	0	0	0	0	0	87
